30000
23701	-658.497879	679.677725
26516	-140.171514	-473.250526
27812	507.187109	568.407239
27921	-236.487930	846.491897
8190	-774.346141	172.582171
21640	14.435255	-168.614765
10025	499.191259	-0.518815
28139	274.941252	-129.673147
20166	351.054415	632.190924
15462	-613.452559	513.901181
23489	94.088565	-526.841029
22667	-161.534471	236.732078
9443	-268.044069	942.197943
15799	-577.806940	-241.920225
1596	-488.387707	-50.569170
25492	-686.880093	260.048219
20682	457.747124	763.847774
18257	135.166478	-497.726371
25051	243.690298	-818.781091
15307	843.684194	-76.570940
10190	-650.013733	638.111515
25061	-714.224677	198.278756
16899	429.181799	786.065249
1656	525.803400	589.465011
13007	-187.475204	-679.433576
27937	-348.612934	-98.178045
25387	444.746239	-684.133427
7627	303.750725	-104.281747
8500	854.121525	-465.804010
21352	-86.947233	558.091983
27106	240.028077	707.510605
29333	-428.998688	691.091647
14874	846.003601	159.642323
3118	240.089114	-235.206153
22335	-22.247993	-453.901791
25084	105.502487	-684.560686
29504	737.846004	379.070406
27695	-472.762230	-671.498764
6363	-443.281350	-577.806940
8856	59.236427	-981.322672
5885	-128.391369	338.602863
11461	280.922880	29.999695
9349	-335.306864	542.893765
29730	413.006989	-525.254067
15410	22.064882	152.623066
7094	-600.878933	-28.168584
22248	954.771569	-100.802637
104	29.145177	752.067629
17430	-641.102329	-549.485763
20691	8.209479	989.257485
11171	-639.576403	158.848842
7459	147.190771	781.365398
28360	451.399274	-534.653768
1958	-438.886685	-152.012696
13738	-360.698263	79.195532
13883	-626.758629	-54.292428
13415	865.413373	-431.745354
4016	-558.885464	-317.239906
814	-436.384167	229.895932
18140	555.528428	815.179907
29427	501.632740	-587.206641
96	684.316538	255.409406
5700	153.965880	-180.883206
26449	-262.489700	513.901181
4041	-794.122135	302.591021
15345	168.797876	-319.132054
9791	434.919279	-231.543931
29765	-641.346477	465.132603
23131	561.082797	-770.012513
24068	391.338847	-277.687918
7609	213.965270	146.824549
10458	-801.568651	371.074557
4794	379.741813	-15.350810
27690	200.598163	-254.127628
554	-13.397626	432.355724
2236	-309.915464	168.492691
7579	232.154302	-790.826136
12581	325.357830	-750.236518
29100	541.245766	234.473708
3532	-598.010193	-454.817347
9029	-408.978545	-464.705344
6964	938.901944	138.645589
25753	382.549516	-564.134648
18877	-303.506577	443.830683
19656	-807.061983	76.815088
18006	-589.709159	-560.960723
7698	-728.202155	-522.690512
7220	518.417920	-829.035310
27384	-57.771538	-442.426832
17292	4.181036	-759.453108
29157	616.382336	-329.935606
16482	541.306803	423.139134
22702	546.983245	249.855037
14961	-166.417432	55.391095
18883	552.049318	-452.131718
22373	249.488815	285.256508
26780	-763.542589	-323.709830
27292	-848.689230	-248.084964
25911	-140.049440	530.198065
23561	8.392590	674.916837
25428	59.419538	740.348521
27255	-806.939909	566.820276
13657	-143.101291	-101.351970
19502	-88.412122	588.793603
1320	835.566271	372.600482
8826	-626.941740	337.015900
9690	-337.809381	-107.089450
5331	-289.590136	-574.449904
14976	-352.092044	129.184851
28123	-396.160772	-844.355602
23813	-454.329051	799.249245
21643	-336.405530	859.187597
15682	-40.620136	625.049593
3459	294.534135	88.961455
16045	747.550890	-259.681997
25504	-134.800256	-237.342448
5864	-192.480239	-382.366405
4384	-98.910489	-545.945616
1696	863.338115	170.445875
27448	-527.878658	686.696982
3003	87.801752	-30.121769
26710	700.796533	-57.344279
4067	-287.087619	-267.128513
460	-146.153142	695.974609
16763	-47.639393	-907.773064
13374	418.744469	-725.577563
29194	782.464064	-496.383557
6012	341.227454	723.075045
2748	914.426099	-303.872799
304	466.536454	505.600146
11581	-155.674917	5.890072
20884	-179.296243	-826.593829
19268	504.379406	561.998352
22125	638.111515	-172.826319
18865	-236.793115	217.749565
23065	759.636219	548.509171
15049	130.100406	104.770043
4438	461.409345	623.218482
19425	609.241005	692.495499
26046	-484.481338	308.450575
19832	624.622333	-576.586200
8679	-353.556932	-499.740593
11729	110.690634	757.316813
4495	401.959288	321.634571
9119	934.995575	-126.316111
6330	-167.394024	-628.589740
19313	-322.855312	-496.993927
25224	-315.469832	865.230262
26696	-498.825037	547.959838
10448	282.082583	-52.034059
28004	46.540727	480.758080
12705	151.463363	885.006256
7150	866.084780	-365.398114
465	11.200293	-697.805719
28469	-913.083285	-332.560198
2608	-474.105045	-414.716025
21802	-139.011811	1.129185
728	-307.535020	137.485885
24227	-736.014893	551.133763
8947	282.265694	682.607501
10282	-44.587542	-760.917997
6382	121.372112	843.989380
7115	301.370281	471.602527
29910	57.527390	-154.942473
403	423.932615	-82.552568
1333	-452.986236	121.066927
28200	-476.668600	355.449080
22453	-594.347972	-157.078768
20800	-381.267739	61.250649
4243	-300.027467	497.787408
4788	-368.633076	843.501083
28728	-353.984191	861.995300
12559	402.020325	-192.236091
14459	-220.679342	-285.317545
21626	112.521744	-138.584552
14322	972.289193	-132.847072
5105	305.093539	104.586932
5061	36.530656	944.700461
28224	-341.471603	142.674032
6151	-882.076479	-194.494461
10858	-12.848292	-694.082461
11345	-541.673025	-666.493728
1498	-34.821619	-174.596393
7535	281.899472	-108.798486
6919	-182.348094	-900.448622
17268	-295.876949	69.002350
16786	593.920713	-256.447035
8319	135.105441	516.281625
10735	-515.121921	-177.465133
23355	-656.788842	-711.539048
21563	948.057497	-168.309580
14559	-28.351695	751.152074
14789	262.672811	-148.045289
13726	300.271615	495.529038
28122	-372.417371	261.696219
14246	282.082583	-137.302774
1610	-401.715140	-105.075228
21813	46.967986	-852.351451
18409	-480.452895	351.908933
20622	142.307810	-939.878536
16856	-491.317484	-157.322916
22474	651.661733	-670.522172
19282	446.333201	667.409284
18155	71.993164	809.869686
12148	157.872250	97.140416
7559	-308.755760	-733.268227
879	357.646413	866.573077
27904	-457.136753	510.727256
305	363.567003	-918.332469
5192	792.962432	-590.563677
4325	928.525651	-66.621906
29739	735.099338	-188.756981
18556	301.370281	853.022858
27385	-235.877560	228.003784
8590	-310.708945	-206.091494
14508	594.225898	304.605243
27259	-502.731407	-851.802118
18927	-257.118442	444.868313
19120	665.761284	-272.133549
23644	242.652669	703.848384
2401	79.256569	-267.311625
